timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741029054134,13,HTTP Request,200,OK,Thread Group 1-273,text,true,,282,235,28,28,http://localhost:3001/character/268816,13,0,0
1741029054147,0,Debug Sampler,200,OK,Thread Group 1-273,text,true,,369,0,28,28,null,0,0,0
1741029052853,1295,HTTP Request,201,Created,Thread Group 1-275,text,true,,283,225,27,27,http://localhost:3001/character,1295,0,0
1741029054141,13,HTTP Request,200,OK,Thread Group 1-274,text,true,,282,235,27,27,http://localhost:3001/character/268817,13,0,0
1741029054154,0,Debug Sampler,200,OK,Thread Group 1-274,text,true,,371,0,27,27,null,0,0,0
1741029052854,1301,HTTP Request,201,Created,Thread Group 1-277,text,true,,281,223,26,26,http://localhost:3001/character,1301,0,0
1741029054148,14,HTTP Request,200,OK,Thread Group 1-275,text,true,,276,229,26,26,http://localhost:3001/character/268818,14,0,0
1741029054163,0,Debug Sampler,200,OK,Thread Group 1-275,text,true,,375,0,26,26,null,0,0,0
1741029052854,1309,HTTP Request,201,Created,Thread Group 1-276,text,true,,282,224,25,25,http://localhost:3001/character,1309,0,1
1741029054155,15,HTTP Request,200,OK,Thread Group 1-277,text,true,,282,235,25,25,http://localhost:3001/character/268819,15,0,0
1741029054170,0,Debug Sampler,200,OK,Thread Group 1-277,text,true,,376,0,25,25,null,0,0,0
1741029052858,1312,HTTP Request,201,Created,Thread Group 1-278,text,true,,283,225,24,24,http://localhost:3001/character,1312,0,0
1741029054163,14,HTTP Request,200,OK,Thread Group 1-276,text,true,,277,230,24,24,http://localhost:3001/character/268820,14,0,0
1741029054177,0,Debug Sampler,200,OK,Thread Group 1-276,text,true,,372,0,24,24,null,0,0,0
1741029052860,1318,HTTP Request,201,Created,Thread Group 1-279,text,true,,281,223,23,23,http://localhost:3001/character,1318,0,0
1741029054170,16,HTTP Request,200,OK,Thread Group 1-278,text,true,,276,229,23,23,http://localhost:3001/character/268821,16,0,0
1741029054187,0,Debug Sampler,200,OK,Thread Group 1-278,text,true,,372,0,23,23,null,0,0,0
1741029052865,1322,HTTP Request,201,Created,Thread Group 1-280,text,true,,281,223,22,22,http://localhost:3001/character,1322,0,0
1741029054178,16,HTTP Request,200,OK,Thread Group 1-279,text,true,,276,229,22,22,http://localhost:3001/character/268822,16,0,0
1741029054194,0,Debug Sampler,200,OK,Thread Group 1-279,text,true,,376,0,22,22,null,0,0,0
1741029052867,1328,HTTP Request,201,Created,Thread Group 1-281,text,true,,280,222,21,21,http://localhost:3001/character,1328,0,0
1741029054187,15,HTTP Request,200,OK,Thread Group 1-280,text,true,,278,231,21,21,http://localhost:3001/character/268823,15,0,0
1741029054202,0,Debug Sampler,200,OK,Thread Group 1-280,text,true,,370,0,21,21,null,0,0,0
1741029052874,1328,HTTP Request,201,Created,Thread Group 1-282,text,true,,283,225,21,21,http://localhost:3001/character,1328,0,1
1741029054195,14,HTTP Request,200,OK,Thread Group 1-281,text,true,,278,231,20,20,http://localhost:3001/character/268824,14,0,0
1741029054210,0,Debug Sampler,200,OK,Thread Group 1-281,text,true,,371,0,20,20,null,0,0,0
1741029052875,1335,HTTP Request,201,Created,Thread Group 1-283,text,true,,287,229,19,19,http://localhost:3001/character,1335,0,0
1741029054202,15,HTTP Request,200,OK,Thread Group 1-282,text,true,,282,235,19,19,http://localhost:3001/character/268825,15,0,0
1741029054218,0,Debug Sampler,200,OK,Thread Group 1-282,text,true,,369,0,19,19,null,0,0,0
1741029052880,1338,HTTP Request,201,Created,Thread Group 1-284,text,true,,283,225,19,19,http://localhost:3001/character,1338,0,0
1741029054210,15,HTTP Request,200,OK,Thread Group 1-283,text,true,,282,235,18,18,http://localhost:3001/character/268826,15,0,0
1741029054226,0,Debug Sampler,200,OK,Thread Group 1-283,text,true,,372,0,18,18,null,0,0,0
1741029052880,1346,HTTP Request,201,Created,Thread Group 1-285,text,true,,287,229,18,18,http://localhost:3001/character,1346,0,1
1741029054218,14,HTTP Request,200,OK,Thread Group 1-284,text,true,,277,230,17,17,http://localhost:3001/character/268827,14,0,0
1741029054232,1,Debug Sampler,200,OK,Thread Group 1-284,text,true,,371,0,17,17,null,0,0,0
1741029052886,1346,HTTP Request,201,Created,Thread Group 1-287,text,true,,282,224,17,17,http://localhost:3001/character,1346,0,0
1741029054226,12,HTTP Request,200,OK,Thread Group 1-285,text,true,,278,231,16,16,http://localhost:3001/character/268828,12,0,0
1741029052886,1352,HTTP Request,201,Created,Thread Group 1-286,text,true,,283,225,16,16,http://localhost:3001/character,1352,0,0
1741029054239,0,Debug Sampler,200,OK,Thread Group 1-285,text,true,,376,0,16,16,null,0,0,0
1741029054233,12,HTTP Request,200,OK,Thread Group 1-287,text,true,,278,231,15,15,http://localhost:3001/character/268829,12,0,0
1741029054245,0,Debug Sampler,200,OK,Thread Group 1-287,text,true,,371,0,15,15,null,0,0,0
1741029052888,1357,HTTP Request,201,Created,Thread Group 1-288,text,true,,281,223,15,15,http://localhost:3001/character,1357,0,0
1741029054239,12,HTTP Request,200,OK,Thread Group 1-286,text,true,,276,229,14,14,http://localhost:3001/character/268830,12,0,0
1741029052895,1357,HTTP Request,201,Created,Thread Group 1-289,text,true,,287,229,14,14,http://localhost:3001/character,1357,0,0
1741029054252,0,Debug Sampler,200,OK,Thread Group 1-286,text,true,,369,0,14,14,null,0,0,0
1741029054245,13,HTTP Request,200,OK,Thread Group 1-288,text,true,,278,231,13,13,http://localhost:3001/character/268831,13,0,0
1741029052897,1361,HTTP Request,201,Created,Thread Group 1-290,text,true,,283,225,13,13,http://localhost:3001/character,1361,0,0
1741029054258,1,Debug Sampler,200,OK,Thread Group 1-288,text,true,,372,0,13,13,null,0,0,0
1741029054252,12,HTTP Request,200,OK,Thread Group 1-289,text,true,,278,231,12,12,http://localhost:3001/character/268832,12,0,0
1741029052897,1367,HTTP Request,201,Created,Thread Group 1-291,text,true,,282,224,12,12,http://localhost:3001/character,1367,0,0
1741029054264,0,Debug Sampler,200,OK,Thread Group 1-289,text,true,,371,0,12,12,null,0,0,0
1741029054259,11,HTTP Request,200,OK,Thread Group 1-290,text,true,,275,228,11,11,http://localhost:3001/character/268833,11,0,0
1741029054270,0,Debug Sampler,200,OK,Thread Group 1-290,text,true,,372,0,11,11,null,0,0,0
1741029052902,1368,HTTP Request,201,Created,Thread Group 1-292,text,true,,280,222,11,11,http://localhost:3001/character,1368,0,1
1741029054264,12,HTTP Request,200,OK,Thread Group 1-291,text,true,,275,228,10,10,http://localhost:3001/character/268834,12,0,0
1741029052905,1371,HTTP Request,201,Created,Thread Group 1-293,text,true,,281,223,10,10,http://localhost:3001/character,1371,0,0
1741029054277,0,Debug Sampler,200,OK,Thread Group 1-291,text,true,,376,0,10,10,null,0,0,0
1741029054270,12,HTTP Request,200,OK,Thread Group 1-292,text,true,,275,228,9,9,http://localhost:3001/character/268835,12,0,0
1741029054282,0,Debug Sampler,200,OK,Thread Group 1-292,text,true,,372,0,9,9,null,0,0,0
1741029052906,1376,HTTP Request,201,Created,Thread Group 1-294,text,true,,280,222,9,9,http://localhost:3001/character,1376,0,0
1741029054277,10,HTTP Request,200,OK,Thread Group 1-293,text,true,,278,231,8,8,http://localhost:3001/character/268836,10,0,0
1741029052913,1375,HTTP Request,201,Created,Thread Group 1-295,text,true,,283,225,8,8,http://localhost:3001/character,1375,0,0
1741029054288,0,Debug Sampler,200,OK,Thread Group 1-293,text,true,,372,0,8,8,null,0,0,0
1741029054282,12,HTTP Request,200,OK,Thread Group 1-294,text,true,,275,228,7,7,http://localhost:3001/character/268837,12,0,0
1741029052914,1380,HTTP Request,201,Created,Thread Group 1-296,text,true,,281,223,7,7,http://localhost:3001/character,1380,0,0
1741029054294,0,Debug Sampler,200,OK,Thread Group 1-294,text,true,,375,0,7,7,null,0,0,0
1741029054288,13,HTTP Request,200,OK,Thread Group 1-295,text,true,,278,231,6,6,http://localhost:3001/character/268838,13,0,0
1741029054301,0,Debug Sampler,200,OK,Thread Group 1-295,text,true,,368,0,6,6,null,0,0,0
1741029052915,1386,HTTP Request,201,Created,Thread Group 1-297,text,true,,281,223,6,6,http://localhost:3001/character,1386,0,0
1741029054294,13,HTTP Request,200,OK,Thread Group 1-296,text,true,,275,228,5,5,http://localhost:3001/character/268839,13,0,0
1741029054308,0,Debug Sampler,200,OK,Thread Group 1-296,text,true,,371,0,5,5,null,0,0,0
1741029052919,1388,HTTP Request,201,Created,Thread Group 1-298,text,true,,280,222,5,5,http://localhost:3001/character,1388,0,0
1741029054302,13,HTTP Request,200,OK,Thread Group 1-297,text,true,,276,229,4,4,http://localhost:3001/character/268840,13,0,0
1741029054315,1,Debug Sampler,200,OK,Thread Group 1-297,text,true,,372,0,4,4,null,0,0,0
1741029052925,1390,HTTP Request,201,Created,Thread Group 1-299,text,true,,287,229,4,4,http://localhost:3001/character,1390,0,1
1741029054308,14,HTTP Request,200,OK,Thread Group 1-298,text,true,,275,228,3,3,http://localhost:3001/character/268841,14,0,0
1741029052926,1396,HTTP Request,201,Created,Thread Group 1-300,text,true,,287,229,3,3,http://localhost:3001/character,1396,0,0
1741029054322,0,Debug Sampler,200,OK,Thread Group 1-298,text,true,,374,0,3,3,null,0,0,0
1741029054316,12,HTTP Request,200,OK,Thread Group 1-299,text,true,,276,229,2,2,http://localhost:3001/character/268842,12,0,0
1741029054329,0,Debug Sampler,200,OK,Thread Group 1-299,text,true,,372,0,2,2,null,0,0,0
1741029054322,13,HTTP Request,200,OK,Thread Group 1-300,text,true,,275,228,1,1,http://localhost:3001/character/268843,13,0,0
1741029054335,0,Debug Sampler,200,OK,Thread Group 1-300,text,true,,370,0,1,1,null,0,0,0
